,sr,section,date,datetime_from,datetime_to,delay_minutes,equipment,problem_description,restart_steps,one_year,two_year,three_year,four_year,five_year,corrective_action,preventive_action,status,actual_action_taken,capa_event_date,capa_start_time,capa_end_time,capa_event_time
43,103,16MM,2023-09-08 00:00:00,2023-08-09 10:31:00,2023-08-09 10:45:00,15,GROUP SHEAR,HMD23 FLICKERED IN TAIL,COBBLE REMOVED AND MILL STARTED,HMD23 FLICKERED AT TAIL END FOR 90MS ,"AFTER TAIL END CROSSED HMD23, A GAP OF 300MS WAS THERE AND AGAIN FLICKERED THREE TIMES",NEW HEAD POSITION TRIGGERED AGAIN ,TWIN CHANNEL TAKEN CYCLE AT HEAD WHEN MATERIAL WAS ENETERING ,MORE SPARKING WHEN TAIL ENDS DUE TO THIS ,"1. FAN INSTALLED FROM BACK SIDE TO MOVE AWAY SPARKS
2.HMD GLASS CLEANED FOR PRECAUTION
2. ALLIGNMENT CHECKED WITH RADIANT BAR","1. FRONT PIPE EXTENSION TO BE DONE SO THAT SPARKS WILL NOT COME INFRONT OF HMD SENSING RANGE
2. ALL ENTRY FUNNELS TO BE CHANGED BEFORE GROUP SHEAR HMD-23",DONE ,,,2023-09-08 10:31:00,2023-09-08 10:45:00,2023-09-08
44,104,25MM,2023-09-10 00:00:00,2023-10-09 01:15:00,2023-10-09 02:01:00,45,PINCH ROLL -2 CENTER LINE,COBBLE AFTER STD.14 DUE TO PR.2 BOTTOM RING TIE ROD BROKEN. (1H).,TIE ROD WELDING DONE COBBLE REMOVED MILL STARTED ,PR_02 BOTTOM TIE ROD BROKEN ,TIE ROD CORRODED & RUST /ALSO AWAITING FOR TIE ROD MATERIAL QUALITY ,WATER SPILLAGE FROM WATER BOX,,,1) TIE ROD MATERIAL QUALITY TO CHECK 2) WATR BOX WATER COMING OUT AND SPILLAGE ON PR TO STOP ,,DONE ,,,2023-09-10 01:15:00,2023-09-10 02:01:00,2023-09-10
45,169,14MM,2023-10-02 00:00:00,2023-02-10 11:52:00,2023-02-10 12:31:00,39,MRSS,MAIN INCOMER TRIPPED DUE TO POWER FLUCTUATION,COBBLE REMOVED & MILL STARTED ,,,,,,Mail to be send to SMS team for inernal billet & commercial for external billet,Mail to be send to SMS team for inernal billet & commercial for external billet,DONE ,,,2023-10-02 11:52:00,2023-10-02 12:31:00,2023-10-02
46,113,40MM,2023-09-13 00:00:00,13/09 22:00:00,13/09 22:34:18,34,DIVIDE SHEAR CL,SH-3 CUT NOT PROPER DUE TO THIS COBBLE,"COBBLE REMOVED, SHEAR-3 RESET DONE AND MILL STARTED",SHEAR-3 HOME POSITION NOT PROPER,DURING RESET POSITION FOUND 170 DEGREE BUT KNIFE CROSSING WAS AT CUT POSITION,POSITION CHANGED FROM 16 DEGREE TO 170 DEGREE SUDDENLY WITHOUT ANY SHEAR-3 MOVEMENT,DUE TO SENSING OF PROXIMITY DURING CHECKING COUNTS GOT RESET AND ACTUAL POSITION SHIFTED FROM 16 DEGREE TO 170 DEGREE,DUE TO THIS ITS HOME WAS TOWARDS STAND-14 JUST VICE VERSA TO WHAT IT SHOULD BE,"1. TWO ROUND TO BE JOGGED BEFORE RESET
2.  AFTER RESET CYCLE TO BE CHECKED PHYSICALLY BEFORE TAKING BILLET
3. PROXIMITY NOT TO BE SENSED IN BETWEEN , ONLY TIGHTNESS TO BE CHECKED DURING INSPECTION","1. CAMERA TO BE IINSTALLED TO VIEW THE SHEAR-3 MOVEMENT
2. PROPER SOP TO BE FOLLED DURING RESET OF SHEAR-3
",DONE ,,,2023-09-13 22:00:00,2023-09-13 22:34:18,2023-09-13
47,116,12MM,2023-09-15 00:00:00,15/09 16:55:35,15/09 17:12:15,17,WATER BOX,MATERIAL HEAD COBBLE IN LINE 2 WATERBOX 1 DUE TO BAD MATERIAL.,,,,,,,,,PENDING,,,2023-09-15 16:55:35,2023-09-15 17:12:15,2023-09-15
48,118,12MM,2023-09-16 00:00:00,16/09 14:46:28,16/09 15:00:42,14,BGV 2,MATERIAL HEAD COBBLE IN LINE 2 BGV DUE TO SLIVERS FOUND IN STAND 20 DELIVERY.,,,,,,,,,PENDING,,,2023-09-16 14:46:28,2023-09-16 15:00:42,2023-09-16
49,119,12MM,2023-09-16 00:00:00,16/09 16:47:58,16/09 17:05:28,18,BGV 2,MATERIAL HEAD COBBLE IN LINE 2 BGV DUE TO SLIVERS FOUND IN STAND 20 DELIVERY.,,,,,,,,,PENDING,,,2023-09-16 16:47:58,2023-09-16 17:05:28,2023-09-16
50,120,12MM,2023-09-16 00:00:00,16/09 18:23:01,16/09 18:51:47,29,BGV 1 & 2,COBBLE HAPPNENED IN BOTH BGV DUE TO BAD METAL. (1C+1H).,,,,,,,,,PENDING,,,2023-09-16 18:23:01,2023-09-16 18:51:47,2023-09-16
51,121,10MM,2023-09-16 00:00:00,16/09 19:16:42,17/09 00:58:00,341,TAIL BREAKER 2_2B,"COBBLE DUE TO OVERSHOOT HAPPENED IN TAIL BRAKER 2B. TAIL BRAKER 1B & 2A COUPLING TEETH FOUND WEAR OUT SO GEAR BOX CHANGED, TAIL BRAKER 2B ABNORMAL SOUND COMING, ON CHECKING FOUND INTERMEDIATE SHAFT COUPLING DAMAGED SO SHAFT CHANGED ( 1C+1H)",TAIL BRAKER GB 1B &2A CHANGED & TAIL BRAKER GB 1A TO 2B CONNECTING SHAFT GEAR COUPLING CHANGED  & MILL STARTED ,1. 1B & 2A GB COUPLING TEETH FOUND DAMAGED                                                                            2. TAIL BRAKER 1A TO 2B GB CONNECTING SHAFT COUPLING TEETH FOUND DAMAGED ,1. ALIGNMENT IS NOT OK OF TB 1B & 2A GB                                                                                                                                                            2.LACK OF GREASING ,1. PREVIOUSLY GB CHANGED IN BREAKDOWN BUT ALIGNMENT NOT DONE ,,,1. GB 1B&2A ALIGNMENT TO BE DONE                                                                                                                                                                                                                                                                                2. COUPLING GREASING SCHEDULE TO BE FOLLOWED ,1. GB 1B&2A ALIGNMENT TO BE DONE                                                                                                                                                                                                                                                                                2. COUPLING GREASING SCHEDULE TO BE FOLLOWED ,DONE ,,,2023-09-16 19:16:42,2023-09-16 00:58:00,2023-09-16
52,139,16MM,2023-09-24 00:00:00,24/09 09:54:19,24/09 10:20:28,26,SHEAR 1,HMD.8 FLICKER IN TAIL END AND NEXT BILLET HEAD GOES INSIDE SH.1 DUE TO FLAPPER CYCLE DELAY.(1H),COBBLE REMOVED & MILL STARTED ,HMD.8 FLICKER IN TAIL END  DUE TO CHIPS ,SHEAR-1 TAKEN GAP CHOPPED  & FLAPPER OPEN ,FLAPPER TAKEN 600ms IN PLACE OF 300ms TIME TO CLOSE ,,,FLOW TO BE INCREASED ,CYLINDER TO BE CHANGE ,DONE ,,,2023-09-24 09:54:19,2023-09-24 10:20:28,2023-09-24
53,141,12MM,2023-09-25 00:00:00,25/09 08:04:17,25/09 08:24:40,20,TAIL BREAKER 2_2A,OVERSHOOT AT LINE 2A DUE TO WRONG PARTING AT TB2A,OVERSHOOT COBBLE REMOVED & MILL STARTED ,OVERSHOOT,,,,,,,DONE ,,,2023-09-25 08:04:17,2023-09-25 08:24:40,2023-09-25
54,146,13MM,2023-09-30 00:00:00,30/09 21:46:47,30/09 22:00:00,13,BGV 1,MATERIAL BROKEN AT LINE 1 BGV,COBBLE REMOVED AND MILL STARTED,MATERIAL BROKEN AT LINE 1 BGV,"DURING SPEED INCREMENT, MATERIAL FLATTERS & COBBLE OCCURS",THERE IS NO SOP CREATED FOR 13MM SPEED INCREMENT,,,"SPEED DROPPED & ROLLING CONTINUED, INCREASED SPEED AS PER PINCH ROLL GRAPH CONDITION",SOP TO BE MADE READY,DONE ,,,2023-09-30 21:46:47,2023-09-30 22:00:00,2023-09-30
55,147,13MM,2023-09-30 00:00:00,30/09 22:02:13,30/09 22:20:40,18,BGV 2,MATERIAL BROKEN AT LINE 2 BGV AT TAIL END,COBBLE REMOVED AND MILL STARTED,"MATERIAL BROKEN AT EXTREME TAIL, TAIL BROKEN APPROX 01 MTR IN BGV",AUTO LOOPER CORRECTION FROM 28% TO 38%,STOCK OF STAND#14 FOUND 0.4 MM MORE THAN SET STANDRAD,POOR WORKMAN SHIP,,"COBBLE REMOVED, STOCK ADJUSTMENT DONE","SOP TO BE FOLLOWED STRICTLY, SHIFT MANAGER TO IMPART TRAINING TO ROLLER AT REGULAR INTERVALS",DONE ,,,2023-09-30 22:02:13,2023-09-30 22:20:40,2023-09-30
56,148,13MM,2023-10-01 00:00:00,2023-01-10 00:07:00,2023-01-10 00:24:00,17,STAND 11,ENTRY GUIDE FAILED,"COBBLE REMOVE ,RE-GUIDE CHANGE ",MATERIALS HEAD HIT AT #12 ENTRY GUIDE,MATERIALS HEAD TWIST,IN HORIZONTAL ROLLS COLLAR GAP FOUND UNEVEN,TEMPLATE WAS NOT AVAILABLE,,1.RE-GUIDE CHANGED AND ROLLING CONTINUE,1.TEMPLATE /GAUGE HAS BEEN MADE SECTION WISE FOR PREVENT THIS ISSUE ,DONE ,,,2023-10-01 00:07:00,2023-10-01 00:24:00,2023-10-01
57,151,8MM,2023-10-01 00:00:00,2023-01-10 09:08:00,2023-01-10 09:27:00,19,BGV 2,MATERIAL BROKEN,COBBLE REMOVED & MILL STARTED ,HEAD FLUTTERING ,,,,,PR-2 PARTING DONE,,DONE ,,,2023-10-01 09:08:00,2023-10-01 09:27:00,2023-10-01
58,152,8MM,2023-10-01 00:00:00,2023-01-10 09:34:00,2023-01-10 09:50:00,15,BGV 2,MATERIAL BROKEN,COBBLE REMOVED & MILL STARTED ,HEAD FLUTTERING ,,,,,PR-2 PARTING DONE,,DONE ,,,2023-10-01 09:34:00,2023-10-01 09:50:00,2023-10-01
59,153,8MM,2023-10-01 00:00:00,2023-01-10 09:58:00,2023-01-10 10:15:00,17,BGV 2,MATERIAL BROKEN,COBBLE REMOVED & MILL STARTED ,HEAD FLUTTERING ,,,,,PR-2 CYLINDER CHANGED,,DONE ,,,2023-10-01 09:58:00,2023-10-01 10:15:00,2023-10-01
60,154,8MM,2023-10-01 00:00:00,2023-01-10 10:43:00,2023-01-10 11:02:00,19,BGV 2,MATERIAL BROKEN,COBBLE REMOVED & MILL STARTED ,HEAD FLUTTERING ,,,,,BREAK- OUT BOX AND AIR DRYER CHANGED,,DONE ,,,2023-10-01 10:43:00,2023-10-01 11:02:00,2023-10-01
61,155,8MM,2023-10-01 00:00:00,2023-01-10 11:07:00,2023-01-10 11:37:00,30,BGV 2,BILLET QUALITY NOT OK,COBBLE REMOVED & MILL STARTED ,,,,,,Mail to be send to SMS team for inernal billet & commercial for external billet,Mail to be send to SMS team for inernal billet & commercial for external billet,DONE ,,,2023-10-01 11:07:00,2023-10-01 11:37:00,2023-10-01
62,156,8MM,2023-10-01 00:00:00,2023-01-10 11:38:00,2023-01-10 12:02:00,24,BGV 2,MATERIAL BROKEN,COBBLE REMOVED & MILL STARTED ,HEAD FLUTTERING ,,,,,BOX-1 ALL COOLER CHANGED FROM NEW TO OLD,,DONE ,,,2023-10-01 11:38:00,2023-10-01 12:02:00,2023-10-01
63,157,8MM,2023-10-01 00:00:00,2023-01-10 14:14:00,2023-01-10 14:28:00,15,BGV 2,MATERIAL BROKEN,COBBLE REMOVED & MILL STARTED ,HEAD FLUTTERING ,,,,,SPEED DECRESED FROM 90 TO 88%,,DONE ,,,2023-10-01 14:14:00,2023-10-01 14:28:00,2023-10-01
64,158,8MM,2023-10-01 00:00:00,2023-01-10 18:23:00,2023-01-10 18:46:00,24,BGV 1,BILLET QUALITY NOT OK,COBBLE REMOVED & MILL STARTED ,EXCESSIVE CHIPS FOUND. SOHAR STEEL 130*130 BILLET ROLLED,,,,,Mail to be send to SMS team for inernal billet & commercial for external billet,Mail to be send to SMS team for inernal billet & commercial for external billet,DONE ,,,2023-10-01 18:23:00,2023-10-01 18:46:00,2023-10-01
65,159,8MM,2023-10-01 00:00:00,2023-01-10 20:09:00,2023-01-10 20:52:00,43,BGV 2,BILLET QUALITY NOT OK,COBBLE REMOVED & MILL STARTED ,EXCESSIVE CHIPS FOUND. SOHAR STEEL 130*130 BILLET ROLLED,,,,,Mail to be send to SMS team for inernal billet & commercial for external billet,Mail to be send to SMS team for inernal billet & commercial for external billet,DONE ,,,2023-10-01 20:09:00,2023-10-01 20:52:00,2023-10-01
66,160,8MM,2023-10-01 00:00:00,2023-01-10 22:26:00,2023-01-10 22:54:00,28,BGV 2,BILLET QUALITY NOT OK,COBBLE REMOVED & MILL STARTED ,EXCESSIVE CHIPS FOUND. SOHAR STEEL 130*130 BILLET ROLLED,,,,,Mail to be send to SMS team for inernal billet & commercial for external billet,Mail to be send to SMS team for inernal billet & commercial for external billet,DONE ,,,2023-10-01 22:26:00,2023-10-01 22:54:00,2023-10-01
67,161,8MM,2023-10-01 00:00:00,2023-01-10 23:09:00,2023-01-10 23:31:00,21,BGV 1,BILLET QUALITY NOT OK,COBBLE REMOVED & MILL STARTED ,EXCESSIVE CHIPS FOUND. SOHAR STEEL 130*130 BILLET ROLLED,,,,,Mail to be send to SMS team for inernal billet & commercial for external billet,Mail to be send to SMS team for inernal billet & commercial for external billet,DONE ,,,2023-10-01 23:09:00,2023-10-01 23:31:00,2023-10-01
68,162,8MM,2023-10-01 00:00:00,2023-01-10 23:31:00,2023-01-10 23:55:00,24,BGV 1,BILLET QUALITY NOT OK,COBBLE REMOVED & MILL STARTED ,EXCESSIVE CHIPS FOUND. SOHAR STEEL 130*130 BILLET ROLLED,,,,,Mail to be send to SMS team for inernal billet & commercial for external billet,Mail to be send to SMS team for inernal billet & commercial for external billet,DONE ,,,2023-10-01 23:31:00,2023-10-01 23:55:00,2023-10-01
69,163,8MM,2023-10-02 00:00:00,2023-02-10 01:15:00,2023-02-10 01:31:00,16,BGV 1,BILLET QUALITY NOT OK,COBBLE REMOVED & MILL STARTED ,EXCESSIVE CHIPS FOUND. SOHAR STEEL 130*130 BILLET ROLLED,,,,,Mail to be send to SMS team for inernal billet & commercial for external billet,Mail to be send to SMS team for inernal billet & commercial for external billet,DONE ,,,2023-10-02 01:15:00,2023-10-02 01:31:00,2023-10-02
70,164,8MM,2023-10-02 00:00:00,2023-02-10 02:29:00,2023-02-10 02:47:00,18,BGV 1,BILLET QUALITY NOT OK,COBBLE REMOVED & MILL STARTED ,EXCESSIVE CHIPS FOUND. SOHAR STEEL 130*130 BILLET ROLLED,,,,,Mail to be send to SMS team for inernal billet & commercial for external billet,Mail to be send to SMS team for inernal billet & commercial for external billet,DONE ,,,2023-10-02 02:29:00,2023-10-02 02:47:00,2023-10-02
71,165,8MM,2023-10-02 00:00:00,2023-02-10 03:12:00,2023-02-10 03:37:00,25,BGV 1,BILLET QUALITY NOT OK,COBBLE REMOVED & MILL STARTED ,EXCESSIVE CHIPS FOUND. SOHAR STEEL 130*130 BILLET ROLLED,,,,,Mail to be send to SMS team for inernal billet & commercial for external billet,Mail to be send to SMS team for inernal billet & commercial for external billet,DONE ,,,2023-10-02 03:12:00,2023-10-02 03:37:00,2023-10-02
72,166,8MM,2023-10-02 00:00:00,2023-02-10 03:41:00,2023-02-10 04:09:00,28,BGV 2,BILLET QUALITY NOT OK,COBBLE REMOVED & MILL STARTED ,EXCESSIVE CHIPS FOUND. SOHAR STEEL 130*130 BILLET ROLLED,,,,,Mail to be send to SMS team for inernal billet & commercial for external billet,Mail to be send to SMS team for inernal billet & commercial for external billet,DONE ,,,2023-10-02 03:41:00,2023-10-02 04:09:00,2023-10-02
73,167,8MM,2023-10-02 00:00:00,2023-02-10 04:52:00,2023-02-10 05:21:00,29,BGV 1,BILLET QUALITY NOT OK,COBBLE REMOVED & MILL STARTED ,EXCESSIVE CHIPS FOUND. SOHAR STEEL 130*130 BILLET ROLLED,,,,,Mail to be send to SMS team for inernal billet & commercial for external billet,Mail to be send to SMS team for inernal billet & commercial for external billet,DONE ,,,2023-10-02 04:52:00,2023-10-02 05:21:00,2023-10-02
74,168,8MM,2023-10-02 00:00:00,2023-02-10 05:46:00,2023-02-10 06:00:00,14,BGV 1,BILLET QUALITY NOT OK,COBBLE REMOVED & MILL STARTED ,EXCESSIVE CHIPS FOUND. SOHAR STEEL 130*130 BILLET ROLLED,,,,,Mail to be send to SMS team for inernal billet & commercial for external billet,Mail to be send to SMS team for inernal billet & commercial for external billet,DONE ,,,2023-10-02 05:46:00,2023-10-02 06:00:00,2023-10-02
75,170,10MM,2023-10-02 00:00:00,2023-02-10 17:19:00,2023-02-10 17:49:00,30,STAND 14,ENTRY GUIDE FAILED,"COBBLE CLEARED ,RE-GUIDE CHANGED & EXIT INSERT CHANGE AND MILL STARTED ",COBBLE AT #14  EXIT TO LINE CVR,MATERIALS TWISTED OF LINE 1 ,BOTTOM LEAVE FOUND OPEN ,ADJUSTING SCREW FOUND STUCK ,ADJUSTING  SCREW WEDGE FOUND DAMAGE ,",RE-GUIDE CHANGED & EXIT INSERT CHANGE AND MILL STARTED","1.EVERY MILL OUT  GUIDE SCREW WEDGE  WILL BE TAKEN OUT AND CHECKE THEN FIXED .
",DONE ,,,2023-10-02 17:19:00,2023-10-02 17:49:00,2023-10-02
76,172,8MM,2023-10-03 00:00:00,2023-03-10 17:37:00,2023-03-10 17:50:00,13,PINCH ROLL 2_2,METAL BROKEN IN LINE 2. (1C+1H),COBBLE REMOVED & MILL STARTED ,,,,,,,,DONE ,,,2023-10-03 17:37:00,2023-10-03 17:50:00,2023-10-03
77,173,8MM,2023-10-03 00:00:00,2023-03-10 18:07:00,2023-03-10 18:49:00,42,DIVIDE SHEAR L1,TWO PIECE FOUND IN LINE,COBBLE REMOVED & MILL STARTED ,,,,,,,,DONE ,,,2023-10-03 18:07:00,2023-10-03 18:49:00,2023-10-03
78,177,8MM,2023-10-04 00:00:00,2023-04-10 07:35:00,2023-04-10 08:08:00,33,BGV2,MATERIAL BROKEN,COBBLE REMOVED & MILL STARTED ,,,,,,,SOP to be followed,DONE ,,,2023-10-04 07:35:00,2023-10-04 08:08:00,2023-10-04
79,178,8MM,2023-10-04 00:00:00,2023-04-10 09:13:00,2023-04-10 09:30:00,16,BGV2,MATERIAL BROKEN,COBBLE REMOVED & MILL STARTED ,,,,,,,SOP to be followed,DONE ,,,2023-10-04 09:13:00,2023-10-04 09:30:00,2023-10-04
80,179,8MM,2023-10-04 00:00:00,2023-04-10 13:28:00,2023-04-10 13:54:00,26,BGV2,MATERIAL BROKEN,COBBLE REMOVED & MILL STARTED ,,,,,,,SOP to be followed,DONE ,,,2023-10-04 13:28:00,2023-10-04 13:54:00,2023-10-04
81,180,8MM,2023-10-04 00:00:00,2023-04-10 14:22:00,2023-04-10 15:26:00,64,BGV2,MATERIAL BROKEN,COBBLE REMOVED & MILL STARTED ,,,,,,,SOP to be followed,DONE ,,,2023-10-04 14:22:00,2023-10-04 15:26:00,2023-10-04
82,181,8MM,2023-10-04 00:00:00,2023-04-10 18:33:00,2023-04-10 18:52:00,20,PINCH ROLL 2_2,MATERIAL BROKEN,COBBLE REMOVED & MILL STARTED ,,,,,,,SOP to be followed,DONE ,,,2023-10-04 18:33:00,2023-10-04 18:52:00,2023-10-04
83,183,8MM,2023-10-06 00:00:00,2023-06-10 01:13:00,2023-06-10 01:25:00,12,BGV2,MATERIAL BROKEN,COBBLE REMOVED & MILL STARTED ,,,,,,,SOP to be followed,DONE ,,,2023-10-06 01:13:00,2023-10-06 01:25:00,2023-10-06
84,184,8MM,2023-10-06 00:00:00,2023-06-10 02:29:00,2023-06-10 02:44:00,15,BGV2,MATERIAL BROKEN,COBBLE REMOVED & MILL STARTED ,,,,,,,SOP to be followed,DONE ,,,2023-10-06 02:29:00,2023-10-06 02:44:00,2023-10-06
85,185,8MM,2023-10-06 00:00:00,2023-06-10 16:09:00,2023-06-10 16:24:00,15,BGV2,MATERIAL BROKEN,COBBLE REMOVED & MILL STARTED ,,,,,,,SOP to be followed,DONE ,,,2023-10-06 16:09:00,2023-10-06 16:24:00,2023-10-06
86,186,8MM,2023-10-06 00:00:00,2023-06-10 16:27:00,2023-06-10 16:41:00,14,BGV 1,EXIT GUIDE KNOCK OUT,COBBLE REMOVED & MILL STARTED ,,,,,,,SOP to be followed,DONE ,,,2023-10-06 16:27:00,2023-10-06 16:41:00,2023-10-06
87,188,14MM,2023-10-08 00:00:00,2023-08-10 08:40:00,2023-08-10 09:01:00,21,STAND 13,BILLET QUALITY NOT OK,COBBLE REMOVED & MILL STARTED,HEAD COBBLE N STAND 14 ENTRY,HEAD STUCK IN ENTRY,SMALL PC FOUND OF PREVIOUS BILLET ,,,Mail to be send to SMS team for inernal billet & commercial for external billet,Mail to be send to SMS team for inernal billet & commercial for external billet,DONE ,,,2023-10-08 08:40:00,2023-10-08 09:01:00,2023-10-08
88,197,12MM,2023-10-16 00:00:00,16/10 21:12:17,16/10 21:28:51,17,CVR_2,COBBLE PROXY PROBLEM,PHYSICALLY CHECKED & MILL STARTED,PROXY MALFUNCTION,PROXY CABLE 24 V SUPPLY MISSING,CABLLE OPEN INSIDE INSULATION,"DUE TO RUSTING, WATER & MISSING PM",,,"1.SCHEDULE TO BE IMPLEMENT FOR PROXY & CABLE CHECKING
2.JB TO BE REPLACED EVERY SIX MONTH, ALSO MATERIAL TO BE CHANGED FOR JB
3. ALARM FEASIBILITY TO BE CHECK FOR COBBLE PROXY
4. IBA SIGNAL TO BE ARRANGE IN LIVE SERVER IN CP 01",DONE ,"HARTING CONNECTOR WITH NEW CABLE REPLACEMENT DONE FOR BOTH CVR , PROTECTION COVERING DONE WITH ALUMINIUM TAPE TO PREVENT WATER INGRESS . ALARAM GIVEN FOR PROXIMITY MALFUNCTION",,2023-10-16 21:12:17,2023-10-16 21:28:51,2023-10-16
89,198,12MM,2023-10-16 00:00:00,16/10 22:12:54,16/10 22:31:06,18,CVR_2,COBBLE PROXY PROBLEM,PROXY CHANGED & MILL STARTED,PROXY MALFUNCTION,PROXY CABLE 24 V SUPPLY MISSING,CABLLE OPEN INSIDE INSULATION,"DUE TO RUSTING, WATER & MISSING PM",,,"1.SCHEDULE TO BE IMPLEMENT FOR PROXY & CABLE CHECKING
2.JB TO BE REPLACED EVERY SIX MONTH, ALSO MATERIAL TO BE CHANGED FOR JB
3. ALARM FEASIBILITY TO BE CHECK FOR COBBLE PROXY
4. IBA SIGNAL TO BE ARRANGE IN LIVE SERVER IN CP 01",DONE ,"HARTING CONNECTOR WITH NEW CABLE REPLACEMENT DONE FOR BOTH CVR , PROTECTION COVERING DONE WITH ALUMINIUM TAPE TO PREVENT WATER INGRESS . ALARAM GIVEN FOR PROXIMITY MALFUNCTION",,2023-10-16 22:12:54,2023-10-16 22:31:06,2023-10-16
90,199,12MM,2023-10-16 00:00:00,16/10 23:00:00,16/10 23:19:30,20,CVR_2,COBBLE PROXY PROBLEM,CABLE CHANGED & MILL STARTED,PROXY MALFUNCTION,PROXY CABLE 24 V SUPPLY MISSING,CABLLE OPEN INSIDE INSULATION,"DUE TO RUSTING, WATER & MISSING PM",,,"1.SCHEDULE TO BE IMPLEMENT FOR PROXY & CABLE CHECKING
2.JB TO BE REPLACED EVERY SIX MONTH, ALSO MATERIAL TO BE CHANGED FOR JB
3. ALARM FEASIBILITY TO BE CHECK FOR COBBLE PROXY
4. IBA SIGNAL TO BE ARRANGE IN LIVE SERVER IN CP 01",DONE ,"HARTING CONNECTOR WITH NEW CABLE REPLACEMENT DONE FOR BOTH CVR , PROTECTION COVERING DONE WITH ALUMINIUM TAPE TO PREVENT WATER INGRESS . ALARAM GIVEN FOR PROXIMITY MALFUNCTION",,2023-10-16 23:00:00,2023-10-16 23:19:30,2023-10-16
91,200,12MM,2023-10-17 00:00:00,17/10 00:09:11,17/10 00:20:18,11,BGV 1,FRONT END COBBLE IN BGV 1 DUE TO  CHIPS JAMMED IN STAND 20 DEL GUIDE.(1C+1H),CHIPS REMOVED & MILL STARTED,,,,,,Mail to be send to SMS team for inernal billet & commercial for external billet,Mail to be send to SMS team for inernal billet & commercial for external billet,DONE ,,,2023-10-17 00:09:11,2023-10-17 00:20:18,2023-10-17
92,209,10MM,2023-10-20 00:00:00,20/10 19:15:56,20/10 19:30:46,15,BGV 2,"FRONT END COBBLE IN BGV 2 DUE TO CHIPS JAMMED IN STAND NO 20 DEL GUIDE. HOT CHARGE, HEAT NO - 1208386 (1C+1H)",CHIPS REMOVED & MILL STARTED,,,,,,Mail to be send to SMS team for inernal billet & commercial for external billet,Mail to be send to SMS team for inernal billet & commercial for external billet,DONE ,,,2023-10-20 19:15:56,2023-10-20 19:30:46,2023-10-20
93,210,10MM,2023-10-21 00:00:00,21/10 00:41:45,21/10 01:01:44,20,HMD,"HMD 18 FLICKERED SO TRACKING MISMATCHED AND PINCH ROLL 2 CLOSED TILL NEXT BILLET SO NEXT BILLET KNOCKED AND COBBLE HAPPENED IN BGV 1. (1C+1H). NOT ACCPTED, HMD FLICKRED DUE TO HAMMERING ON TRUFF AT FRONT SIDE OF HMD",COBBLE REMOVED & MILL STARTED,HMD 18 FLICKER,MANUAL HAMERING DURING MILL RUNNING,DUE TO SPARK BETWEEN BGV AND WB1,,,"IF SPARK COMING, THEN STOP THE MILL AND CLEAN/REPLACE TROUGH","A. IF SPARK COMING, THEN STOP THE MILL AND CLEAN/REPLACE TROUGH
2. TRAINING WILL BE GIVEN TO ALL WB TEAM",DONE ,,,2023-10-21 00:41:45,2023-10-21 01:01:44,2023-10-21
94,212,10MM,2023-10-21 00:00:00,21/10 22:23:22,21/10 22:37:24,14,BGV 1,HEAD COBBLE AT BGV 1 DUE TO CHIPS AT STAND 20 DEIVERY GUIDE.(HEAT NO - 2308421 AND HOT BILLET DISCHARGING),CHIPS REMOVED & MILL STARTED,,,,,,,Mail to be send to SMS team for inernal billet & commercial for external billet,DONE ,,,2023-10-21 22:23:22,2023-10-21 22:37:24,2023-10-21
95,213,10MM,2023-10-22 00:00:00,22/10 01:37:23,22/10 01:50:53,14,BGV 1, HEAD COBBLE AT BGV1 DUE TO CHIPS AT STAND 20 DELIVERY GUDE (HEAT NO 2308425 AND HOT DISCHARGED),CHIPS REMOVED & MILL STARTED,,,,,,Mail to be send to SMS team for inernal billet & commercial for external billet,Mail to be send to SMS team for inernal billet & commercial for external billet,DONE ,,,2023-10-22 01:37:23,2023-10-22 01:50:53,2023-10-22
96,214,10MM,2023-10-22 00:00:00,22/10 03:12:49,22/10 03:35:35,23,LINE 1,COBBLE AT LINE 1 DUE TO BAD MATERIAL(HEAT NO 2308428 AND HOT BILLET DISCHARGED),CHIPS REMOVED & MILL STARTED,,,,,,,Mail to be send to SMS team for inernal billet & commercial for external billet,DONE ,,,2023-10-22 03:12:49,2023-10-22 03:35:35,2023-10-22
97,215,10MM,2023-10-22 00:00:00,22/10 04:48:29,22/10 05:08:13,20,LINE 2,COBBLE AT LINE 2 DUE TO BAD MATERIAL(HEAT NO 2308404 AND COLD BILLET DISCHARGED),CHIPS REMOVED & MILL STARTED,,,,,,,Mail to be send to SMS team for inernal billet & commercial for external billet,DONE ,,,2023-10-22 04:48:29,2023-10-22 05:08:13,2023-10-22
98,216,10MM,2023-10-22 00:00:00,22/10 05:19:27,22/10 05:33:53,14,LINE 1,COBBLE AT LINE 1 DUE TO BAD MATERIAL(HEAT NO 2308408 AND COLD BILLET DISCHARGED),CHIPS REMOVED & MILL STARTED,,,,,,,Mail to be send to SMS team for inernal billet & commercial for external billet,DONE ,,,2023-10-22 05:19:27,2023-10-22 05:33:53,2023-10-22
